Time(s)   w(m/s)         T(K)        p(Pa)       z(m)          RH(%)       Nd(#/kg)       qv(g/kg)     total_mass
2968.00     0.00       277.57     80425.32    1801.00         100.00      2511949.8427       0.006504     0.00308743
2969.00     0.00       277.57     80425.32    1801.00         100.00      2510831.7411       0.006504     0.00308743
2970.00     0.00       277.57     80425.32    1801.00         100.00      2509718.6207       0.006504     0.00308743
2971.00     0.00       277.57     80425.32    1801.00         100.00      2508610.4505       0.006504     0.00308743
2972.00     0.00       277.57     80425.32    1801.00         100.00      2507507.2054       0.006504     0.00308743
2973.00     0.00       277.57     80425.32    1801.00         100.00      2506408.8556       0.006504     0.00308743
2974.00     0.00       277.57     80425.32    1801.00         100.00      2505315.3707       0.006504     0.00308743
2975.00     0.00       277.57     80425.32    1801.00         100.00      2504226.7207       0.006504     0.00308743
2976.00     0.00       277.57     80425.32    1801.00         100.00      2503142.8776       0.006504     0.00308743
2977.00     0.00       277.57     80425.32    1801.00         100.00      2502063.8166       0.006504     0.00308743
2978.00     0.00       277.57     80425.32    1801.00         100.00      2500989.5082       0.006504     0.00308743
2979.00     0.00       277.57     80425.32    1801.00         100.00      2499919.9231       0.006504     0.00308743
2980.00     0.00       277.57     80425.32    1801.00         100.00      2498855.0323       0.006504     0.00308743
2981.00     0.00       277.57     80425.32    1801.00         100.00      2497794.8115       0.006504     0.00308743
2982.00     0.00       277.57     80425.32    1801.00         100.00      2496739.2329       0.006504     0.00308743
2983.00     0.00       277.57     80425.32    1801.00         100.00      2495688.2701       0.006504     0.00308743
2984.00     0.00       277.57     80425.32    1801.00         100.00      2494641.8964       0.006504     0.00308743
2985.00     0.00       277.57     80425.32    1801.00         100.00      2493600.0870       0.006504     0.00308743
2986.00     0.00       277.57     80425.32    1801.00         100.00      2492562.8156       0.006504     0.00308743
2987.00     0.00       277.57     80425.32    1801.00         100.00      2491530.0548       0.006504     0.00308743
2988.00     0.00       277.57     80425.32    1801.00         100.00      2490501.7786       0.006504     0.00308743
2989.00     0.00       277.57     80425.32    1801.00         100.00      2489477.9598       0.006504     0.00308743
2990.00     0.00       277.57     80425.32    1801.00         100.00      2488458.5746       0.006504     0.00308743
2991.00     0.00       277.57     80425.32    1801.00         100.00      2487443.5991       0.006504     0.00308743
2992.00     0.00       277.57     80425.32    1801.00         100.00      2486433.0065       0.006504     0.00308743
2993.00     0.00       277.57     80425.32    1801.00         100.00      2485426.7733       0.006504     0.00308743
2994.00     0.00       277.57     80425.32    1801.00         100.00      2484424.8769       0.006504     0.00308743
2995.00     0.00       277.57     80425.32    1801.00         100.00      2483427.2960       0.006504     0.00308743
2996.00     0.00       277.57     80425.32    1801.00         100.00      2482434.0042       0.006504     0.00308743
2997.00     0.00       277.57     80425.32    1801.00         100.00      2481444.9757       0.006504     0.00308743
2998.00     0.00       277.57     80425.32    1801.00         100.00      2480460.1877       0.006504     0.00308743
2999.00     0.00       277.57     80425.32    1801.00         100.00      2479479.6168       0.006504     0.00308743
3000.00     0.00       277.57     80425.32    1801.00         100.00      2478503.2377       0.006504     0.00308743
3001.00     0.00       277.57     80425.32    1801.00         100.00      2477531.0252       0.006504     0.00308743
3002.00     0.00       277.57     80425.32    1801.00         100.00      2476562.9541       0.006504     0.00308743
3003.00     0.00       277.57     80425.32    1801.00         100.00      2475598.9996       0.006504     0.00308743
3004.00     0.00       277.57     80425.32    1801.00         100.00      2474639.1370       0.006504     0.00308743
3005.00     0.00       277.57     80425.32    1801.00         100.00      2473683.3434       0.006504     0.00308743
3006.00     0.00       277.57     80425.32    1801.00         100.00      2472731.5970       0.006504     0.00308743
3007.00     0.00       277.57     80425.32    1801.00         100.00      2471783.8742       0.006504     0.00308743
3008.00     0.00       277.57     80425.32    1801.00         100.00      2470840.1507       0.006504     0.00308743
3009.00     0.00       277.57     80425.32    1801.00         100.00      2469900.4027       0.006504     0.00308743
3010.00     0.00       277.57     80425.32    1801.00         100.00      2468964.6065       0.006504     0.00308743
3011.00     0.00       277.57     80425.32    1801.00         100.00      2468032.7456       0.006504     0.00308743
3012.00     0.00       277.57     80425.32    1801.00         100.00      2467104.8025       0.006504     0.00308743
3013.00     0.00       277.57     80425.32    1801.00         100.00      2466180.7570       0.006504     0.00308743
3014.00     0.00       277.57     80425.32    1801.00         100.00      2465260.5856       0.006504     0.00308743
3015.00     0.00       277.57     80425.32    1801.00         100.00      2464344.2655       0.006504     0.00308743
3016.00     0.00       277.57     80425.32    1801.00         100.00      2463431.7737       0.006504     0.00308743
3017.00     0.00       277.57     80425.32    1801.00         100.00      2462523.0889       0.006504     0.00308743
3018.00     0.00       277.57     80425.32    1801.00         100.00      2461618.1906       0.006504     0.00308743
3019.00     0.00       277.57     80425.32    1801.00         100.00      2460717.0573       0.006504     0.00308743
3020.00     0.00       277.57     80425.32    1801.00         100.00      2459819.6665       0.006504     0.00308743
3021.00     0.00       277.57     80425.32    1801.00         100.00      2458925.9963       0.006504     0.00308743
3022.00     0.00       277.57     80425.32    1801.00         100.00      2458036.0247       0.006504     0.00308743
3023.00     0.00       277.57     80425.32    1801.00         100.00      2457149.7298       0.006504     0.00308743
3024.00     0.00       277.57     80425.32    1801.00         100.00      2456267.0946       0.006504     0.00308743
3025.00     0.00       277.57     80425.32    1801.00         100.00      2455388.0975       0.006504     0.00308743
3026.00     0.00       277.57     80425.32    1801.00         100.00      2454512.7173       0.006504     0.00308743
3027.00     0.00       277.57     80425.32    1801.00         100.00      2453640.9327       0.006504     0.00308743
3028.00     0.00       277.57     80425.32    1801.00         100.00      2452772.7227       0.006504     0.00308743
3029.00     0.00       277.57     80425.32    1801.00         100.00      2451908.0674       0.006504     0.00308743
3030.00     0.00       277.57     80425.32    1801.00         100.00      2451046.9521       0.006504     0.00308743
3031.00     0.00       277.57     80425.32    1801.00         100.00      2450189.3580       0.006504     0.00308743
3032.00     0.00       277.57     80425.32    1801.00         100.00      2449335.2690       0.006504     0.00308743
3033.00     0.00       277.57     80425.32    1801.00         100.00      2448484.6657       0.006504     0.00308743
3034.00     0.00       277.57     80425.32    1801.00         100.00      2447637.5277       0.006504     0.00308743
3035.00     0.00       277.57     80425.32    1801.00         100.00      2446793.8349       0.006504     0.00308743
3036.00     0.00       277.57     80425.32    1801.00         100.00      2445953.5687       0.006504     0.00308743
3037.00     0.00       277.57     80425.32    1801.00         100.00      2445116.7114       0.006504     0.00308743
3038.00     0.00       277.57     80425.32    1801.00         100.00      2444283.2432       0.006504     0.00308743
3039.00     0.00       277.57     80425.32    1801.00         100.00      2443453.1445       0.006504     0.00308743
3040.00     0.00       277.57     80425.32    1801.00         100.00      2442626.3958       0.006504     0.00308743
3041.00     0.00       277.57     80425.32    1801.00         100.00      2441802.9785       0.006504     0.00308743
3042.00     0.00       277.57     80425.32    1801.00         100.00      2440982.8757       0.006504     0.00308743
3043.00     0.00       277.57     80425.32    1801.00         100.00      2440166.0699       0.006504     0.00308743
