Time(s)   w(m/s)         T(K)        p(Pa)       z(m)    RH(%)  Activated Drops
1207.00     1.00       288.22     89002.33    1207.00    90.75       0.0000E+00
1208.00     1.00       288.21     88991.78    1208.00    90.80       0.0000E+00
1209.00     1.00       288.20     88981.23    1209.00    90.85       0.0000E+00
1210.00     1.00       288.19     88970.68    1210.00    90.89       0.0000E+00
1211.00     1.00       288.18     88960.14    1211.00    90.94       0.0000E+00
1212.00     1.00       288.17     88949.59    1212.00    90.99       0.0000E+00
1213.00     1.00       288.16     88939.05    1213.00    91.03       0.0000E+00
1214.00     1.00       288.15     88928.50    1214.00    91.08       0.0000E+00
1215.00     1.00       288.14     88917.96    1215.00    91.13       0.0000E+00
1216.00     1.00       288.13     88907.42    1216.00    91.17       0.0000E+00
1217.00     1.00       288.12     88896.88    1217.00    91.22       0.0000E+00
1218.00     1.00       288.11     88886.34    1218.00    91.26       0.0000E+00
1219.00     1.00       288.11     88875.80    1219.00    91.31       0.0000E+00
1220.00     1.00       288.10     88865.26    1220.00    91.36       0.0000E+00
1221.00     1.00       288.09     88854.72    1221.00    91.40       0.0000E+00
1222.00     1.00       288.08     88844.18    1222.00    91.45       0.0000E+00
1223.00     1.00       288.07     88833.65    1223.00    91.50       0.0000E+00
1224.00     1.00       288.06     88823.11    1224.00    91.54       0.0000E+00
1225.00     1.00       288.05     88812.58    1225.00    91.59       0.0000E+00
1226.00     1.00       288.04     88802.04    1226.00    91.64       0.0000E+00
1227.00     1.00       288.03     88791.51    1227.00    91.68       0.0000E+00
1228.00     1.00       288.02     88780.98    1228.00    91.73       0.0000E+00
1229.00     1.00       288.01     88770.45    1229.00    91.78       0.0000E+00
1230.00     1.00       288.00     88759.92    1230.00    91.82       0.0000E+00
1231.00     1.00       287.99     88749.39    1231.00    91.87       0.0000E+00
1232.00     1.00       287.98     88738.86    1232.00    91.92       0.0000E+00
1233.00     1.00       287.97     88728.34    1233.00    91.97       0.0000E+00
1234.00     1.00       287.96     88717.81    1234.00    92.01       0.0000E+00
1235.00     1.00       287.95     88707.29    1235.00    92.06       0.0000E+00
1236.00     1.00       287.94     88696.76    1236.00    92.11       0.0000E+00
1237.00     1.00       287.93     88686.24    1237.00    92.15       0.0000E+00
1238.00     1.00       287.92     88675.72    1238.00    92.20       0.0000E+00
1239.00     1.00       287.91     88665.19    1239.00    92.25       0.0000E+00
1240.00     1.00       287.90     88654.67    1240.00    92.30       0.0000E+00
1241.00     1.00       287.89     88644.15    1241.00    92.34       0.0000E+00
1242.00     1.00       287.88     88633.63    1242.00    92.39       0.0000E+00
1243.00     1.00       287.87     88623.12    1243.00    92.44       0.0000E+00
1244.00     1.00       287.86     88612.60    1244.00    92.48       0.0000E+00
1245.00     1.00       287.85     88602.08    1245.00    92.53       0.0000E+00
1246.00     1.00       287.84     88591.57    1246.00    92.58       0.0000E+00
1247.00     1.00       287.83     88581.05    1247.00    92.63       0.0000E+00
1248.00     1.00       287.82     88570.54    1248.00    92.67       0.0000E+00
1249.00     1.00       287.81     88560.03    1249.00    92.72       0.0000E+00
1250.00     1.00       287.80     88549.51    1250.00    92.77       0.0000E+00
1251.00     1.00       287.79     88539.00    1251.00    92.82       0.0000E+00
1252.00     1.00       287.78     88528.49    1252.00    92.86       0.0000E+00
1253.00     1.00       287.77     88517.98    1253.00    92.91       0.0000E+00
1254.00     1.00       287.76     88507.48    1254.00    92.96       0.0000E+00
1255.00     1.00       287.75     88496.97    1255.00    93.01       0.0000E+00
1256.00     1.00       287.74     88486.46    1256.00    93.05       0.0000E+00
1257.00     1.00       287.73     88475.96    1257.00    93.10       0.0000E+00
1258.00     1.00       287.72     88465.45    1258.00    93.15       0.0000E+00
1259.00     1.00       287.71     88454.95    1259.00    93.20       0.0000E+00
1260.00     1.00       287.71     88444.44    1260.00    93.24       0.0000E+00
1261.00     1.00       287.70     88433.94    1261.00    93.29       0.0000E+00
1262.00     1.00       287.69     88423.44    1262.00    93.34       0.0000E+00
1263.00     1.00       287.68     88412.94    1263.00    93.39       0.0000E+00
1264.00     1.00       287.67     88402.44    1264.00    93.43       0.0000E+00
1265.00     1.00       287.66     88391.94    1265.00    93.48       0.0000E+00
1266.00     1.00       287.65     88381.45    1266.00    93.53       0.0000E+00
1267.00     1.00       287.64     88370.95    1267.00    93.58       0.0000E+00
1268.00     1.00       287.63     88360.45    1268.00    93.63       0.0000E+00
1269.00     1.00       287.62     88349.96    1269.00    93.67       0.0000E+00
1270.00     1.00       287.61     88339.46    1270.00    93.72       0.0000E+00
1271.00     1.00       287.60     88328.97    1271.00    93.77       0.0000E+00
1272.00     1.00       287.59     88318.48    1272.00    93.82       0.0000E+00
1273.00     1.00       287.58     88307.99    1273.00    93.87       0.0000E+00
1274.00     1.00       287.57     88297.50    1274.00    93.91       0.0000E+00
1275.00     1.00       287.56     88287.01    1275.00    93.96       0.0000E+00
1276.00     1.00       287.55     88276.52    1276.00    94.01       0.0000E+00
1277.00     1.00       287.54     88266.03    1277.00    94.06       0.0000E+00
1278.00     1.00       287.53     88255.54    1278.00    94.11       0.0000E+00
1279.00     1.00       287.52     88245.06    1279.00    94.16       0.0000E+00
1280.00     1.00       287.51     88234.57    1280.00    94.20       0.0000E+00
1281.00     1.00       287.50     88224.09    1281.00    94.25       0.0000E+00
1282.00     1.00       287.49     88213.61    1282.00    94.30       0.0000E+00
1283.00     1.00       287.48     88203.12    1283.00    94.35       0.0000E+00
1284.00     1.00       287.47     88192.64    1284.00    94.40       0.0000E+00
1285.00     1.00       287.46     88182.16    1285.00    94.45       0.0000E+00
1286.00     1.00       287.45     88171.68    1286.00    94.49       0.0000E+00
1287.00     1.00       287.44     88161.20    1287.00    94.54       0.0000E+00
1288.00     1.00       287.43     88150.72    1288.00    94.59       0.0000E+00
1289.00     1.00       287.42     88140.25    1289.00    94.64       0.0000E+00
1290.00     1.00       287.41     88129.77    1290.00    94.69       0.0000E+00
1291.00     1.00       287.40     88119.30    1291.00    94.74       0.0000E+00
1292.00     1.00       287.39     88108.82    1292.00    94.79       0.0000E+00
1293.00     1.00       287.38     88098.35    1293.00    94.83       0.0000E+00
1294.00     1.00       287.37     88087.87    1294.00    94.88       0.0000E+00
1295.00     1.00       287.36     88077.40    1295.00    94.93       0.0000E+00
1296.00     1.00       287.35     88066.93    1296.00    94.98       0.0000E+00
1297.00     1.00       287.34     88056.46    1297.00    95.03       0.0000E+00
1298.00     1.00       287.33     88045.99    1298.00    95.08       0.0000E+00
1299.00     1.00       287.32     88035.52    1299.00    95.13       0.0000E+00
1300.00     1.00       287.31     88025.06    1300.00    95.18       0.0000E+00
1301.00     1.00       287.31     88014.59    1301.00    95.22       0.0000E+00
1302.00     1.00       287.30     88004.13    1302.00    95.27       0.0000E+00
1303.00     1.00       287.29     87993.66    1303.00    95.32       0.0000E+00
1304.00     1.00       287.28     87983.20    1304.00    95.37       0.0000E+00
1305.00     1.00       287.27     87972.73    1305.00    95.42       0.0000E+00
1306.00     1.00       287.26     87962.27    1306.00    95.47       0.0000E+00
1307.00     1.00       287.25     87951.81    1307.00    95.52       0.0000E+00
1308.00     1.00       287.24     87941.35    1308.00    95.57       0.0000E+00
1309.00     1.00       287.23     87930.89    1309.00    95.62       0.0000E+00
1310.00     1.00       287.22     87920.43    1310.00    95.67       0.0000E+00
1311.00     1.00       287.21     87909.98    1311.00    95.71       0.0000E+00
1312.00     1.00       287.20     87899.52    1312.00    95.76       0.0000E+00
1313.00     1.00       287.19     87889.06    1313.00    95.81       0.0000E+00
1314.00     1.00       287.18     87878.61    1314.00    95.86       0.0000E+00
1315.00     1.00       287.17     87868.15    1315.00    95.91       0.0000E+00
1316.00     1.00       287.16     87857.70    1316.00    95.96       0.0000E+00
1317.00     1.00       287.15     87847.25    1317.00    96.01       0.0000E+00
1318.00     1.00       287.14     87836.80    1318.00    96.06       0.0000E+00
1319.00     1.00       287.13     87826.35    1319.00    96.11       0.0000E+00
1320.00     1.00       287.12     87815.90    1320.00    96.16       0.0000E+00
1321.00     1.00       287.11     87805.45    1321.00    96.21       0.0000E+00
1322.00     1.00       287.10     87795.00    1322.00    96.26       0.0000E+00
1323.00     1.00       287.09     87784.55    1323.00    96.31       0.0000E+00
1324.00     1.00       287.08     87774.11    1324.00    96.36       0.0000E+00
1325.00     1.00       287.07     87763.66    1325.00    96.41       0.0000E+00
1326.00     1.00       287.06     87753.22    1326.00    96.46       0.0000E+00
1327.00     1.00       287.05     87742.77    1327.00    96.51       0.0000E+00
1328.00     1.00       287.04     87732.33    1328.00    96.56       0.0000E+00
1329.00     1.00       287.03     87721.89    1329.00    96.60       0.0000E+00
1330.00     1.00       287.02     87711.45    1330.00    96.65       0.0000E+00
1331.00     1.00       287.01     87701.01    1331.00    96.70       0.0000E+00
1332.00     1.00       287.00     87690.57    1332.00    96.75       0.0000E+00
1333.00     1.00       286.99     87680.13    1333.00    96.80       0.0000E+00
1334.00     1.00       286.98     87669.70    1334.00    96.85       0.0000E+00
1335.00     1.00       286.97     87659.26    1335.00    96.90       0.0000E+00
1336.00     1.00       286.96     87648.82    1336.00    96.95       0.0000E+00
1337.00     1.00       286.95     87638.39    1337.00    97.00       0.0000E+00
1338.00     1.00       286.94     87627.96    1338.00    97.05       0.0000E+00
1339.00     1.00       286.93     87617.52    1339.00    97.10       0.0000E+00
1340.00     1.00       286.92     87607.09    1340.00    97.15       0.0000E+00
1341.00     1.00       286.91     87596.66    1341.00    97.20       0.0000E+00
1342.00     1.00       286.90     87586.23    1342.00    97.25       0.0000E+00
1343.00     1.00       286.90     87575.80    1343.00    97.30       0.0000E+00
1344.00     1.00       286.89     87565.37    1344.00    97.35       0.0000E+00
1345.00     1.00       286.88     87554.95    1345.00    97.40       0.0000E+00
1346.00     1.00       286.87     87544.52    1346.00    97.45       0.0000E+00
1347.00     1.00       286.86     87534.09    1347.00    97.50       0.0000E+00
1348.00     1.00       286.85     87523.67    1348.00    97.56       0.0000E+00
1349.00     1.00       286.84     87513.25    1349.00    97.61       0.0000E+00
1350.00     1.00       286.83     87502.82    1350.00    97.66       0.0000E+00
1351.00     1.00       286.82     87492.40    1351.00    97.71       0.0000E+00
1352.00     1.00       286.81     87481.98    1352.00    97.76       0.0000E+00
1353.00     1.00       286.80     87471.56    1353.00    97.81       0.0000E+00
1354.00     1.00       286.79     87461.14    1354.00    97.86       0.0000E+00
1355.00     1.00       286.78     87450.72    1355.00    97.91       0.0000E+00
1356.00     1.00       286.77     87440.30    1356.00    97.96       0.0000E+00
1357.00     1.00       286.76     87429.89    1357.00    98.01       0.0000E+00
1358.00     1.00       286.75     87419.47    1358.00    98.06       0.0000E+00
1359.00     1.00       286.74     87409.06    1359.00    98.11       0.0000E+00
1360.00     1.00       286.73     87398.64    1360.00    98.16       0.0000E+00
1361.00     1.00       286.72     87388.23    1361.00    98.21       0.0000E+00
1362.00     1.00       286.71     87377.82    1362.00    98.26       0.0000E+00
1363.00     1.00       286.70     87367.41    1363.00    98.31       0.0000E+00
1364.00     1.00       286.69     87356.99    1364.00    98.36       0.0000E+00
1365.00     1.00       286.68     87346.59    1365.00    98.41       0.0000E+00
