Time(s)   w(m/s)         T(K)        p(Pa)       z(m)    RH(%)  Activated Drops, q
1380.00     1.00       286.53     87190.55    1380.00    98.19     0.0000E+00     0.010930
1381.00     1.00       286.52     87180.15    1381.00    98.25     0.0000E+00     0.010930
1382.00     1.00       286.51     87169.76    1382.00    98.30     0.0000E+00     0.010930
1383.00     1.00       286.50     87159.36    1383.00    98.35     0.0000E+00     0.010930
1384.00     1.00       286.50     87148.97    1384.00    98.40     0.0000E+00     0.010930
1385.00     1.00       286.49     87138.58    1385.00    98.45     0.0000E+00     0.010930
1386.00     1.00       286.48     87128.19    1386.00    98.50     0.0000E+00     0.010930
1387.00     1.00       286.47     87117.80    1387.00    98.56     0.0000E+00     0.010930
1388.00     1.00       286.46     87107.41    1388.00    98.61     0.0000E+00     0.010930
1389.00     1.00       286.45     87097.02    1389.00    98.66     0.0000E+00     0.010930
1390.00     1.00       286.44     87086.63    1390.00    98.71     0.0000E+00     0.010930
1391.00     1.00       286.43     87076.24    1391.00    98.76     0.0000E+00     0.010930
1392.00     1.00       286.42     87065.86    1392.00    98.82     0.0000E+00     0.010930
1393.00     1.00       286.41     87055.47    1393.00    98.87     0.0000E+00     0.010930
1394.00     1.00       286.40     87045.09    1394.00    98.92     0.0000E+00     0.010930
1395.00     1.00       286.39     87034.71    1395.00    98.97     0.0000E+00     0.010930
1396.00     1.00       286.38     87024.33    1396.00    99.02     0.0000E+00     0.010930
1397.00     1.00       286.37     87013.94    1397.00    99.08     0.6227E-21     0.010930
1398.00     1.00       286.36     87003.56    1398.00    99.13     0.1381E-12     0.010930
1399.00     1.00       286.35     86993.18    1399.00    99.18     0.5348E-08     0.010930
1400.00     1.00       286.34     86982.81    1400.00    99.23     0.4592E-05     0.010930
1401.00     1.00       286.33     86972.43    1401.00    99.28     0.3515E-03     0.010930
1402.00     1.00       286.32     86962.05    1402.00    99.34     0.1121E-01     0.010930
1403.00     1.00       286.31     86951.67    1403.00    99.39     0.2826E+00     0.010930
1404.00     1.00       286.30     86941.30    1404.00    99.44     0.2133E+01     0.010930
1405.00     1.00       286.29     86930.93    1405.00    99.49     0.1450E+02     0.010930
1406.00     1.00       286.28     86920.55    1406.00    99.55     0.8891E+02     0.010930
1407.00     1.00       286.27     86910.18    1407.00    99.60     0.3236E+03     0.010930
1408.00     1.00       286.26     86899.81    1408.00    99.65     0.1111E+04     0.010930
1409.00     1.00       286.25     86889.44    1409.00    99.70     0.3603E+04     0.010930
1410.00     1.00       286.24     86879.07    1410.00    99.76     0.1102E+05     0.010930
1411.00     1.00       286.23     86868.70    1411.00    99.81     0.2250E+05     0.010930
1412.00     1.00       286.22     86858.33    1412.00    99.86     0.4478E+05     0.010930
1413.00     1.00       286.21     86847.96    1413.00    99.91     0.8689E+05     0.010930
1414.00     1.00       286.20     86837.60    1414.00    99.97     0.1644E+06     0.010930
1415.00     1.00       286.19     86827.23    1415.00   100.02     0.3032E+06     0.010930
1416.00     1.00       286.18     86816.87    1416.00   100.07     0.5455E+06     0.010930
1417.00     1.00       286.17     86806.50    1417.00   100.13     0.9570E+06     0.010930
1418.00     1.00       286.16     86796.14    1418.00   100.18     0.1256E+07     0.010930
1419.00     1.00       286.15     86785.78    1419.00   100.23     0.2123E+07     0.010930
1420.00     1.00       286.14     86775.42    1420.00   100.28     0.2735E+07     0.010930
1421.00     1.00       286.13     86765.06    1421.00   100.34     0.4456E+07     0.010930
1422.00     1.00       286.12     86754.70    1422.00   100.39     0.5636E+07     0.010930
1423.00     1.00       286.11     86744.34    1423.00   100.44     0.7085E+07     0.010930
1424.00     1.00       286.10     86733.98    1424.00   100.50     0.1100E+08     0.010930
1425.00     1.00       286.10     86723.63    1425.00   100.55     0.1358E+08     0.010930
1426.00     1.00       286.09     86713.27    1426.00   100.60     0.1667E+08     0.010930
1427.00     1.00       286.08     86702.92    1427.00   100.65     0.2033E+08     0.010930
1428.00     1.00       286.07     86692.56    1428.00   100.71     0.2467E+08     0.010930
1429.00     1.00       286.06     86682.21    1429.00   100.76     0.2974E+08     0.010930
1430.00     1.00       286.05     86671.86    1430.00   100.81     0.3566E+08     0.010930
1431.00     1.00       286.04     86661.51    1431.00   100.87     0.4252E+08     0.010930
1432.00     1.00       286.03     86651.16    1432.00   100.92     0.5040E+08     0.010930
1433.00     1.00       286.02     86640.81    1433.00   100.97     0.5940E+08     0.010930
1434.00     1.00       286.01     86630.46    1434.00   101.03     0.6962E+08     0.010930
1435.00     1.00       286.00     86620.11    1435.00   101.08     0.8116E+08     0.010930
1436.00     1.00       285.99     86609.76    1436.00   101.13     0.9409E+08     0.010930
1437.00     1.00       285.98     86599.42    1437.00   101.19     0.1085E+09     0.010930
1438.00     1.00       285.97     86589.07    1438.00   101.24     0.1245E+09     0.010930
1439.00     1.00       285.96     86578.73    1439.00   101.29     0.1245E+09     0.010930
1440.00     1.00       285.95     86568.38    1440.00   101.35     0.1420E+09     0.010930
1441.00     1.00       285.94     86558.04    1441.00   101.40     0.1612E+09     0.010930
1442.00     1.00       285.93     86547.70    1442.00   101.46     0.1822E+09     0.010930
1443.00     1.00       285.92     86537.36    1443.00   101.51     0.2048E+09     0.010930
1444.00     1.00       285.91     86527.02    1444.00   101.56     0.2048E+09     0.010930
1445.00     1.00       285.90     86516.68    1445.00   101.62     0.2291E+09     0.010930
1446.00     1.00       285.89     86506.34    1446.00   101.67     0.2552E+09     0.010930
1447.00     1.00       285.88     86496.01    1447.00   101.72     0.2552E+09     0.010930
1448.00     1.00       285.87     86485.67    1448.00   101.78     0.2830E+09     0.010930
1449.00     1.00       285.86     86475.33    1449.00   101.83     0.3124E+09     0.010930
1450.00     1.00       285.85     86465.00    1450.00   101.89     0.3124E+09     0.010930
1451.00     1.00       285.84     86454.67    1451.00   101.94     0.3435E+09     0.010930
1452.00     1.00       285.83     86444.33    1452.00   101.99     0.3763E+09     0.010930
1453.00     1.00       285.82     86434.00    1453.00   102.05     0.3763E+09     0.010930
1454.00     1.00       285.81     86423.67    1454.00   102.10     0.4106E+09     0.010930
1455.00     1.00       285.80     86413.34    1455.00   102.16     0.4106E+09     0.010930
1456.00     1.00       285.79     86403.01    1456.00   102.21     0.4465E+09     0.010930
1457.00     1.00       285.78     86392.68    1457.00   102.26     0.4840E+09     0.010930
1458.00     1.00       285.77     86382.36    1458.00   102.32     0.4840E+09     0.010930
1459.00     1.00       285.76     86372.03    1459.00   102.37     0.5232E+09     0.010930
1460.00     1.00       285.75     86361.70    1460.00   102.43     0.5232E+09     0.010930
1461.00     1.00       285.74     86351.38    1461.00   102.48     0.5639E+09     0.010930
1462.00     1.00       285.73     86341.05    1462.00   102.53     0.5639E+09     0.010930
1463.00     1.00       285.72     86330.73    1463.00   102.59     0.6064E+09     0.010930
1464.00     1.00       285.71     86320.41    1464.00   102.64     0.6064E+09     0.010930
1465.00     1.00       285.70     86310.09    1465.00   102.70     0.6507E+09     0.010930
1466.00     1.00       285.69     86299.77    1466.00   102.75     0.6507E+09     0.010930
1467.00     1.00       285.69     86289.45    1467.00   102.81     0.6970E+09     0.010930
1468.00     1.00       285.68     86279.13    1468.00   102.86     0.6970E+09     0.010930
1469.00     1.00       285.67     86268.81    1469.00   102.92     0.7454E+09     0.010930
1470.00     1.00       285.66     86258.50    1470.00   102.97     0.7454E+09     0.010930
1471.00     1.00       285.65     86248.18    1471.00   103.02     0.7962E+09     0.010930
1472.00     1.00       285.64     86237.86    1472.00   103.08     0.7962E+09     0.010930
1473.00     1.00       285.63     86227.55    1473.00   103.13     0.8496E+09     0.010930
1474.00     1.00       285.62     86217.24    1474.00   103.19     0.8496E+09     0.010930
1475.00     1.00       285.61     86206.92    1475.00   103.24     0.9060E+09     0.010930
1476.00     1.00       285.60     86196.61    1476.00   103.30     0.9060E+09     0.010930
1477.00     1.00       285.59     86186.30    1477.00   103.35     0.9060E+09     0.010930
1478.00     1.00       285.58     86175.99    1478.00   103.41     0.9658E+09     0.010930
1479.00     1.00       285.57     86165.68    1479.00   103.46     0.9658E+09     0.010930
1480.00     1.00       285.56     86155.38    1480.00   103.52     0.1029E+10     0.010930
1481.00     1.00       285.55     86145.07    1481.00   103.57     0.1029E+10     0.010930
1482.00     1.00       285.54     86134.76    1482.00   103.63     0.1097E+10     0.010930
1483.00     1.00       285.53     86124.46    1483.00   103.68     0.1097E+10     0.010930
1484.00     1.00       285.52     86114.15    1484.00   103.74     0.1097E+10     0.010930
1485.00     1.00       285.51     86103.85    1485.00   103.79     0.1169E+10     0.010930
1486.00     1.00       285.50     86093.55    1486.00   103.85     0.1169E+10     0.010930
1487.00     1.00       285.49     86083.24    1487.00   103.90     0.1246E+10     0.010930
1488.00     1.00       285.48     86072.94    1488.00   103.96     0.1246E+10     0.010930
1489.00     1.00       285.47     86062.64    1489.00   104.01     0.1246E+10     0.010930
1490.00     1.00       285.46     86052.34    1490.00   104.07     0.1328E+10     0.010930
1491.00     1.00       285.45     86042.05    1491.00   104.12     0.1328E+10     0.010930
1492.00     1.00       285.44     86031.75    1492.00   104.18     0.1328E+10     0.010930
1493.00     1.00       285.43     86021.45    1493.00   104.23     0.1416E+10     0.010930
1494.00     1.00       285.42     86011.16    1494.00   104.29     0.1416E+10     0.010930
1495.00     1.00       285.41     86000.86    1495.00   104.34     0.1416E+10     0.010930
1496.00     1.00       285.40     85990.57    1496.00   104.40     0.1511E+10     0.010930
1497.00     1.00       285.39     85980.27    1497.00   104.46     0.1511E+10     0.010930
1498.00     1.00       285.38     85969.98    1498.00   104.51     0.1511E+10     0.010930
1499.00     1.00       285.37     85959.69    1499.00   104.57     0.1612E+10     0.010930
1500.00     1.00       285.36     85949.40    1500.00   104.62     0.1612E+10     0.010930
1501.00     1.00       285.35     85939.11    1501.00   104.68     0.1612E+10     0.010930
1502.00     1.00       285.34     85928.82    1502.00   104.73     0.1719E+10     0.010930
1503.00     1.00       285.33     85918.53    1503.00   104.79     0.1719E+10     0.010930
1504.00     1.00       285.32     85908.25    1504.00   104.84     0.1719E+10     0.010930
1505.00     1.00       285.31     85897.96    1505.00   104.90     0.1834E+10     0.010930
1506.00     1.00       285.30     85887.68    1506.00   104.96     0.1834E+10     0.010930
1507.00     1.00       285.29     85877.39    1507.00   105.01     0.1834E+10     0.010930
1508.00     1.00       285.29     85867.11    1508.00   105.07     0.1956E+10     0.010930
1509.00     1.00       285.28     85856.83    1509.00   105.12     0.1956E+10     0.010930
1510.00     1.00       285.27     85846.54    1510.00   105.18     0.1956E+10     0.010930
1511.00     1.00       285.26     85836.26    1511.00   105.23     0.2084E+10     0.010930
1512.00     1.00       285.25     85825.98    1512.00   105.29     0.2084E+10     0.010930
1513.00     1.00       285.24     85815.70    1513.00   105.35     0.2084E+10     0.010930
1514.00     1.00       285.23     85805.43    1514.00   105.40     0.2220E+10     0.010930
1515.00     1.00       285.22     85795.15    1515.00   105.46     0.2220E+10     0.010930
1516.00     1.00       285.21     85784.87    1516.00   105.51     0.2220E+10     0.010930
1517.00     1.00       285.20     85774.60    1517.00   105.57     0.2220E+10     0.010930
1518.00     1.00       285.19     85764.32    1518.00   105.63     0.2363E+10     0.010930
1519.00     1.00       285.18     85754.05    1519.00   105.68     0.2363E+10     0.010930
1520.00     1.00       285.17     85743.78    1520.00   105.74     0.2363E+10     0.010930
1521.00     1.00       285.16     85733.50    1521.00   105.80     0.2512E+10     0.010930
1522.00     1.00       285.15     85723.23    1522.00   105.85     0.2512E+10     0.010930
1523.00     1.00       285.14     85712.96    1523.00   105.91     0.2512E+10     0.010930
1524.00     1.00       285.13     85702.69    1524.00   105.96     0.2512E+10     0.010930
1525.00     1.00       285.12     85692.43    1525.00   106.02     0.2667E+10     0.010930
1526.00     1.00       285.11     85682.16    1526.00   106.08     0.2667E+10     0.010930
